"","M","S","V0","k","P0","Ta","T0","objFun"
"1",30,0.005,0.002,1000,90000,290,340,0.467002839160575
"2",50.0855316741953,0.0164143478729967,0.00910183956195135,1052.99244219474,105371.021269675,291.044858146948,347.794657326296,0.477902782313384
"3",40.4632938396418,0.0171940784079079,0.00756867634134367,2068.41254021116,102681.570582894,290.9336760479,348.796809619505,0.402715835219681
"4",50.7573734715844,0.00628434541917127,0.00235785321674068,4396.80778468642,103152.322296912,291.277383225051,349.211989546186,0.478061002405226
"5",48.7202818838793,0.00519400914665987,0.00709401018935777,1760.20713767167,99323.804463692,291.175825005568,353.728192982625,0.880475619305155
"6",34.878900800349,0.016537027951212,0.00474847046448737,2620.84523079172,94876.5562365195,295.243558098173,357.952362717026,0.322015510685751
"7",53.3022777114089,0.0153989813395521,0.00380658142518625,1821.99336673357,107055.357449841,291.991035212874,356.428704067271,0.321409628144238
"8",44.2276544469434,0.00593836598117196,0.00477919853245933,3739.80944773918,104409.839679915,290.928297329875,352.266115771769,0.596188219077124
"9",35.5715172422254,0.00873181614610937,0.00434526178408619,4718.99347033808,102953.910704942,295.512987238574,359.087036778681,0.435410631810384
"10",54.8784632918194,0.00530295777918305,0.00890190555442162,3284.62113744291,103279.118640433,290.104006693832,341.806506525589,0.764469217079197
"11",56.1385857981672,0.0155152654665334,0.00757713144686855,4025.1008792446,94175.5650441144,295.109591394495,343.828563364907,0.473177839756212
"12",30.2913396707084,0.00952963443895127,0.00501750396474879,2374.02115108166,90336.7959256214,292.397580831887,341.34863587583,0.474441868785947
"13",50.0248863555857,0.016700758486744,0.00911121023237016,3450.71737092398,90718.9613596997,292.026704321073,342.877789805701,0.48047431823717
"14",34.0347427023898,0.00769052388436242,0.00367428653580043,3077.8759169396,100832.750714368,294.020135829933,351.328196378603,0.470449067652863
"15",58.9194392916535,0.0119745281060976,0.00642009634590223,2756.80233192416,102802.230854096,294.156107680213,355.318226887343,0.524760841004807
"16",51.1432062652681,0.0167645806578305,0.00473159032069463,1329.31290174695,106549.218350887,292.499094279767,343.095583398992,0.340229728571728
"17",49.5584799688112,0.0148295350478531,0.0056650956856424,3312.25148112923,93463.0282055289,293.847820837561,350.056920640258,0.417191399361917
